title,url,price,location,property_type,area,bedrooms,bathrooms,status,furnishing,posted_on,agent_name,specs,latitude,longitude,gmaps_formatted_address
"Condo For Rent in 256, H.V. Dela Costa, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/3br-for-lease-in-splendido-gardens-makati-ln958997,"PHP 130,000/ month","256, H.V. Dela Costa, Makati City, Metro Manila, 1200",,290.24 m²,3,2,Available from 14 Oct,,23 Oct 11:02,Housing I.,"['PHP 130,000/ month', '/ month', '256, H.V. Dela Costa, Makati City, Metro Manila, 1200', 'Bedrooms:', '3', 'Area:', '290.24 m²', 'Bathrooms:', '2', 'Available from:', '14 Oct']",14.5610612,121.0208392,"256 H.V. Dela Costa, Makati City, 1200 Metro Manila, Philippines"
"Condo For Rent in 1200, Amorsolo Drive, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/2br-for-lease-in-amorsolo-east-ln973009,"PHP 140,000/ month","1200, Amorsolo Drive, Makati City, Metro Manila",,161 m²,2,2,Available from 15 Oct,,23 Oct 11:02,Housing I.,"['PHP 140,000/ month', '/ month', '1200, Amorsolo Drive, Makati City, Metro Manila', 'Bedrooms:', '2', 'Area:', '161 m²', 'Bathrooms:', '2', 'Available from:', '15 Oct']",14.565641,121.036536,"Rockwell Center, 1200 Amorsolo Dr, Makati City, Metro Manila, Philippines"
"Condo For Rent in Rockwell Drive, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/2br-for-lease-in-edades-tower-ln664046,"PHP 140,000/ month","Rockwell Drive, Makati City, Metro Manila",,96 m²,2,2,Available from 10 Sep,,23 Oct 11:02,Housing I.,"['PHP 140,000/ month', '/ month', 'Rockwell Drive, Makati City, Metro Manila', 'Bedrooms:', '2', 'Area:', '96 m²', 'Bathrooms:', '2', 'Available from:', '10 Sep']",14.5629466,121.0357982,"Rockwell Dr, Makati City, Metro Manila, Philippines"
"House and Lot For Sale in 22, San Felipe, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/house-and-lot/4br-for-sale-in-magallanes-village-ln454966,"PHP 170,000,000/ month","22, San Felipe, Makati City, Kalakhang Maynila, 1232",,275 m²,4,2,Available from 26 Aug,,23 Oct 11:02,Housing I.,"['PHP 170,000,000/ month', '/ month', '22, San Felipe, Makati City, Kalakhang Maynila, 1232', 'Bedrooms:', '4', 'Area:', '275 m²', 'Bathrooms:', '2', 'Available from:', '26 Aug']",14.5368609,121.0135794,"22 San Felipe, Makati, 1232 Kalakhang Maynila, Philippines"
"House and Lot For Rent in 6, David, Quezon City",https://lifenavi.com/ph/properties/quezon-city/for-rent/house-and-lot/4br-for-lease-in-corinthian-gardens-ln274217,"PHP 300,000/ month","6, David, Quezon City, Metro Manila, 1110",,600 m²,4,4,Available from 1 Nov,,23 Oct 11:02,Housing I.,"['PHP 300,000/ month', '/ month', '6, David, Quezon City, Metro Manila, 1110', 'Bedrooms:', '4', 'Area:', '600 m²', 'Bathrooms:', '4', 'Available from:', '1 Nov']",14.5961296,121.0652878,"6 David, Quezon City, 1110 Metro Manila, Philippines"
"For Rent in corner, P. Poveda Road, Pasig",https://lifenavi.com/ph/properties/pasig/for-rent/commercial/office-space-for-lease-in-robinson-equitable-tower-pasig-ln131757,PHP 850/ month,"corner, P. Poveda Road, Ortigas Center, Pasig, Metro Manila",,361.15 m²,,,Vacant,Unfurnished,23 Oct 11:02,Housing I.,"['PHP 850/ month', '/ month', 'corner, P. Poveda Road, Ortigas Center, Pasig, Metro Manila', 'Status:', 'Vacant', 'Furnishing:', 'Unfurnished', 'Area:', '361.15 m²', 'Available from:', '1 Sep']",14.5896813,121.0596773,"P. Poveda Road, Ortigas Center, Pasig, Kalakhang Maynila, Philippines"
"For Rent in Pearl Drive, Pasig",https://lifenavi.com/ph/properties/pasig/for-rent/commercial/office-space-for-lease-in-ortigas-ln463022,PHP 500/ month,"Pearl Drive, Ortigas Center, Pasig, Metro Manila",,1000 m²,,,Vacant,Semi-Furnished,23 Oct 11:02,Housing I.,"['PHP 500/ month', '/ month', 'Pearl Drive, Ortigas Center, Pasig, Metro Manila', 'Status:', 'Vacant', 'Furnishing:', 'Semi-Furnished', 'Area:', '1000 m²', 'Available from:', '24 Jul']",14.580574,121.0603708,"Pearl Dr, San Antonio, Ortigas Center, Pasig, Metro Manila, Philippines"
"Condo For Sale in McKinley Parkway, Taguig",https://lifenavi.com/ph/properties/taguig/for-sale/condo/3br-for-rent-in-two-serendra-ln545333,"PHP 39,500,000","McKinley Parkway, Taguig, Metro Manila",,135 m²,2,1,Available from 20 Aug,,23 Oct 11:02,Housing I.,"['PHP 39,500,000', 'McKinley Parkway, Taguig, Metro Manila', 'Bedrooms:', '2', 'Area:', '135 m²', 'Bathrooms:', '1', 'Available from:', '20 Aug']",14.5466094,121.0495555,"McKinley Pkwy, Taguig, Metro Manila, Philippines"
"Condo For Rent in H.V. Dela Costa, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/2br-for-rent-in-salcedo-village-ln673965,"PHP 125,000/ month","H.V. Dela Costa, Makati City, Metro Manila",,104 m²,2,1,Available from 1 Dec,,23 Oct 11:02,Housing I.,"['PHP 125,000/ month', '/ month', 'H.V. Dela Costa, Makati City, Metro Manila', 'Bedrooms:', '2', 'Area:', '104 m²', 'Bathrooms:', '1', 'Available from:', '1 Dec']",14.5613157,121.0214662,"H.V. Dela Costa, Bel-Air, Makati City, Metro Manila, Philippines"
"Condo For Rent in 326, Tordesillas, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/3br-for-rent-in-le-metropole-ln693095,"PHP 100,000/ month","326, Tordesillas, Makati City, Kalakhang Maynila",,175 m²,3,3,Available from 1 Dec,,23 Oct 11:01,Housing I.,"['PHP 100,000/ month', '/ month', '326, Tordesillas, Makati City, Kalakhang Maynila', 'Bedrooms:', '3', 'Area:', '175 m²', 'Bathrooms:', '3', 'Available from:', '1 Dec']",14.5613016,121.0198923,"326 Tordesillas, Makati, Kalakhang Maynila, Philippines"
"Condo For Sale in 1634, McKinley Parkway, Taguig",https://lifenavi.com/ph/properties/taguig/for-sale/condo/studio-for-sale-in-two-serendra-ln590076,"PHP 11,000,000","1634, McKinley Parkway, Taguig, Metro Manila",,41 m²,Studio,1,Available from 1 Jan,,23 Oct 11:01,Housing I.,"['PHP 11,000,000', '1634, McKinley Parkway, Taguig, Metro Manila', 'Bedrooms:', 'Studio', 'Area:', '41 m²', 'Bathrooms:', '1', 'Available from:', '1 Jan']",14.5470464,121.0546286,"Sm Aura Premier, 1634 McKinley Pkwy, Makati City, Metro Manila, Philippines"
"House and Lot For Rent in Pasig, Metro Manila",https://lifenavi.com/ph/properties/pasig/for-rent/house-and-lot/3br-for-lease-in-valle-verde-5-pasig-ln659008,"PHP 180,000/ month","Pasig, Metro Manila",,575 m²,3,4,Available from 5 Aug,,23 Oct 11:01,Housing I.,"['PHP 180,000/ month', '/ month', 'Pasig, Metro Manila', 'Bedrooms:', '3', 'Area:', '575 m²', 'Bathrooms:', '4', 'Available from:', '5 Aug']",14.5608245,121.0776048,"Pasig, Metro Manila, Philippines"
"Condo For Rent in 14F, West Street, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/2br-for-lease-in-park-terraces-ln300189,"PHP 140,000/ month","14F, West Street, Makati City, Metro Manila",,130 m²,2,2,Available from 3 Sep,,23 Oct 11:01,Housing I.,"['PHP 140,000/ month', '/ month', '14F, West Street, Makati City, Metro Manila', 'Bedrooms:', '2', 'Area:', '130 m²', 'Bathrooms:', '2', 'Available from:', '3 Sep']",14.5506199,121.0237574,"14F West St, Makati City, Metro Manila, Philippines"
"Condo For Rent in Rockwell Drive, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/2br-for-lease-in-one-rockwell-ln309081,"PHP 120,000/ month","Rockwell Drive, Makati City, Metro Manila",,95 m²,2,2,Available from 15 Aug,,23 Oct 11:01,Housing I.,"['PHP 120,000/ month', '/ month', 'Rockwell Drive, Makati City, Metro Manila', 'Bedrooms:', '2', 'Area:', '95 m²', 'Bathrooms:', '2', 'Available from:', '15 Aug']",14.5629466,121.0357982,"Rockwell Dr, Makati City, Metro Manila, Philippines"
"Condo For Rent in Residential Drive, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/3br-for-lease-in-rizal-tower-ln431297,"PHP 200,000/ month","Residential Drive, Makati City, Metro Manila",,286 m²,3,3,Available from 18 Aug,,23 Oct 11:01,Housing I.,"['PHP 200,000/ month', '/ month', 'Residential Drive, Makati City, Metro Manila', 'Bedrooms:', '3', 'Area:', '286 m²', 'Bathrooms:', '3', 'Available from:', '18 Aug']",14.5643927,121.0346768,"Residential Dr, Poblacion, Makati City, Metro Manila, Philippines"
"Condo For Rent in 118, Gallardo, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/3br-for-rent-in-eton-residences-greenbelt-ln745741,"PHP 120,000/ month","118, Gallardo, Legazpi Village, Makati City, Metro Manila",,160 m²,3,3,Available from 1 Sep,,23 Oct 11:01,Housing I.,"['PHP 120,000/ month', '/ month', '118, Gallardo, Legazpi Village, Makati City, Metro Manila', 'Bedrooms:', '3', 'Area:', '160 m²', 'Bathrooms:', '3', 'Available from:', '1 Sep']",14.5540553,121.0202516,"118 Gallardo, Legazpi Village, Makati City, Metro Manila, Philippines"
"Condo For Rent in cor, 3rd Avenue, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/2br-for-lease-in-the-suites-ln637749,"PHP 380,000/ month","cor, 3rd Avenue, Taguig, Metro Manila",,160 m²,2,2,Available from 12 Aug,,23 Oct 11:01,Housing I.,"['PHP 380,000/ month', '/ month', 'cor, 3rd Avenue, Taguig, Metro Manila', 'Bedrooms:', '2', 'Area:', '160 m²', 'Bathrooms:', '2', 'Available from:', '12 Aug']",14.484207,121.0512433,"3rd Ave, Bagumbayan, Taguig, Metro Manila, Philippines"
"Condo For Rent in H.V. Dela Costa, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/2br-for-rent-in-shang-salcedo-place-ln891324,"PHP 100,000/ month","H.V. Dela Costa, Makati City, Metro Manila",,105 m²,2,1,Available from 11 Sep,,23 Oct 11:01,Housing I.,"['PHP 100,000/ month', '/ month', 'H.V. Dela Costa, Makati City, Metro Manila', 'Bedrooms:', '2', 'Area:', '105 m²', 'Bathrooms:', '1', 'Available from:', '11 Sep']",14.5613157,121.0214662,"H.V. Dela Costa, Bel-Air, Makati City, Metro Manila, Philippines"
"Condo For Rent in Paseo de Roxas, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/2br-for-rent-in-san-lorenzo-tower-ln521904,"PHP 120,000/ month","Paseo de Roxas, Makati City, Metro Manila",,150 m²,2,2,Available from 25 Sep,,23 Oct 11:01,Housing I.,"['PHP 120,000/ month', '/ month', 'Paseo de Roxas, Makati City, Metro Manila', 'Bedrooms:', '2', 'Area:', '150 m²', 'Bathrooms:', '2', 'Available from:', '25 Sep']",14.5581825,121.0258549,"Paseo de Roxas, Makati City, Metro Manila, Philippines"
"House and Lot For Rent in 37, Amorsolo Street, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/house-and-lot/4br-for-lease-in-san-lorenzo-village-ln381509,"PHP 250,000/ month","37, Amorsolo Street, Makati City, Metro Manila, 1231",,00 m²,4,4,Available from 9 Sep,,23 Oct 11:01,Housing I.,"['PHP 250,000/ month', '/ month', '37, Amorsolo Street, Makati City, Metro Manila, 1231', 'Bedrooms:', '4', 'Area:', '00 m²', 'Bathrooms:', '4', 'Available from:', '9 Sep']",14.5476316,121.0168379,"San Lorenzo Village, 37 Amorsolo Street, Makati City, 1231 Metro Manila, Philippines"
"Condo For Rent in Estrella, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/3br-for-lease-in-proscenium-at-rockwell-ln619418,"PHP 300,000/ month","Estrella, Makati City, Metro Manila",,241 m²,3,4,Available from 27 Aug,,23 Oct 11:01,Housing I.,"['PHP 300,000/ month', '/ month', 'Estrella, Makati City, Metro Manila', 'Bedrooms:', '3', 'Area:', '241 m²', 'Bathrooms:', '4', 'Available from:', '27 Aug']",14.5635098,121.0388541,"Estrella, Makati City, Metro Manila, Philippines"
"Condo For Rent in Power Plant Mall, Hidalgo Drive, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/2br-for-lease-in-balmori-suites-rockwell-ln287350,"PHP 259,200/ month","Power Plant Mall, Hidalgo Drive, Makati City, Metro Manila",,144 m²,2,2,Available from 14 Sep,,23 Oct 11:01,Housing I.,"['PHP 259,200/ month', '/ month', 'Power Plant Mall, Hidalgo Drive, Makati City, Metro Manila', 'Bedrooms:', '2', 'Area:', '144 m²', 'Bathrooms:', '2', 'Available from:', '14 Sep']",14.5638687,121.0361595,"1st Level, Powerplant Mall, Rockwell Dr, Makati City, 1224 Metro Manila, Philippines"
"Condo For Rent in 1634, McKinley Parkway, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/3br-for-lease-in-two-serendra-ln499207,"PHP 200,000/ month","1634, McKinley Parkway, Taguig, Metro Manila",,169 m²,3,3,Available from 14 Sep,,23 Oct 11:01,Housing I.,"['PHP 200,000/ month', '/ month', '1634, McKinley Parkway, Taguig, Metro Manila', 'Bedrooms:', '3', 'Area:', '169 m²', 'Bathrooms:', '3', 'Available from:', '14 Sep']",14.5470464,121.0546286,"Sm Aura Premier, 1634 McKinley Pkwy, Makati City, Metro Manila, Philippines"
"House and Lot For Rent in Makati Avenue, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/house-and-lot/4-br-for-lease-in-san-lorenzo-village-ln326020,"PHP 230,000/ month","Makati Avenue, Makati City, Metro Manila",,300 m²,4,4,Available from 15 Oct,,23 Oct 11:01,Housing I.,"['PHP 230,000/ month', '/ month', 'Makati Avenue, Makati City, Metro Manila', 'Bedrooms:', '4', 'Area:', '300 m²', 'Bathrooms:', '4', 'Available from:', '15 Oct']",14.5592038,121.0266058,"Makati Ave, Makati City, Metro Manila, Philippines"
"Residential floor For Sale in General Maxilom Avenue, Cebu City",https://lifenavi.com/ph/properties/cebu-city/for-sale/residential-floor/pay-rent-for-10-years-own-it-no-interest-no-bank-loan-ln224378,"PHP 7,873,530","General Maxilom Avenue, Cebu City, Central Visayas, 6000",,37 m²,Studio,1,Available from 23 Oct,,23 Oct 10:21,Linda B.,"['PHP 7,873,530', 'General Maxilom Avenue, Cebu City, Central Visayas, 6000', 'Bedrooms:', 'Studio', 'Area:', '37 m²', 'Bathrooms:', '1', 'Available from:', '23 Oct']",10.3115198,123.9005135,"General Maxilom Ave, Cebu City, 6000 Cebu, Philippines"
"House and Lot For Sale in Cagayan De Oro City, Northern Mindanao",https://lifenavi.com/ph/properties/cagayan-de-oro-city/for-sale/house-and-lot/bungalow-house-and-lot-for-rush-sale-ln984294,"PHP 5,000,000","Cagayan De Oro City, Northern Mindanao",,300 m²,3,2,Available from 23 Oct,,23 Oct 08:16,Felix B.,"['PHP 5,000,000', 'Cagayan De Oro City, Northern Mindanao', 'Bedrooms:', '3', 'Area:', '300 m²', 'Bathrooms:', '2', 'Available from:', '23 Oct']",8.4802854,124.6497534,"Cagayan De Oro City, Misamis Oriental, Philippines"
"Condo For Rent in Tandang Sora Avenue, Quezon City",https://lifenavi.com/ph/properties/quezon-city/for-rent/condo/condo-unit-for-rent-1st-flr-daphne-tower-magnolia-place-ln966176,"PHP 22,000/ month","Tandang Sora Avenue, Quezon City, Metro Manila",,49.5 m²,2,1,Available from 22 Oct,,22 Oct 09:48,Armien C.,"['PHP 22,000/ month', '/ month', 'Tandang Sora Avenue, Quezon City, Metro Manila', 'Bedrooms:', '2', 'Area:', '49.5 m²', 'Bathrooms:', '1', 'Available from:', '22 Oct']",14.6720966,121.0503703,"Tandang Sora Ave, Quezon City, Metro Manila, Philippines"
"Condo For Rent in 248, Sen. Gil J. Puyat Avenue, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/studio-condo-unit-for-rent-unit-1002-at-cityland-8-ln448013,"PHP 11,500/ month","248, Sen. Gil J. Puyat Avenue, Makati City, Metro Manila, 1226",,16 m²,Studio,1,Available from 20 Oct,,20 Oct 16:37,Armien C.,"['PHP 11,500/ month', '/ month', '248, Sen. Gil J. Puyat Avenue, Makati City, Metro Manila, 1226', 'Bedrooms:', 'Studio', 'Area:', '16 m²', 'Bathrooms:', '1', 'Available from:', '20 Oct']",14.558038,121.0089155,"248 Sen. Gil J. Puyat Ave, Makati City, 1226 Metro Manila, Philippines"
"Condo For Rent in 2241, Taft Avenue, Manila",https://lifenavi.com/ph/properties/manila/for-rent/condo/condo-unit-for-rent-unit-2030-at-green-residences-ln255118,"PHP 20,000/ month","2241, Taft Avenue, Malate, Manila, Metro Manila, 1000",,28 m²,1,1,Available from 19 Oct,,20 Oct 00:07,Armien C.,"['PHP 20,000/ month', '/ month', '2241, Taft Avenue, Malate, Manila, Metro Manila, 1000', 'Bedrooms:', '1', 'Area:', '28 m²', 'Bathrooms:', '1', 'Available from:', '19 Oct']",14.5748043,120.9886548,"2241 Taft Ave, Malate, Manila, 1000 Metropolitan Manila First District, Philippines"
"Any commercial For Sale in Rizal Street, Bacolod",https://lifenavi.com/ph/properties/bacolod/for-sale/any-commercial/malayan-bldg-ln685041,"PHP 80,000,000","Rizal Street, Bacolod, Western Visayas, 6100",,828 m²,,,Vacant,Unfurnished,15 Oct 15:27,Leah B.,"['PHP 80,000,000', 'Rizal Street, Bacolod, Western Visayas, 6100', 'Status:', 'Vacant', 'Furnishing:', 'Unfurnished', 'Area:', '828 m²', 'Available from:', '15 Oct']",10.6681835,122.9506095,"Rizal St, Bacolod, 6100 Negros Occidental, Philippines"
"Any commercial For Sale in Luzuriaga Street, Bacolod",https://lifenavi.com/ph/properties/bacolod/for-sale/any-commercial/905-sqm-2-storey-bldg-with-mezzanine-ln530215,"PHP 120,000,000","Luzuriaga Street, Bacolod, Western Visayas, 6100",,90 m²,,,Occupied,Semi-Furnished,15 Oct 15:15,Leah B.,"['PHP 120,000,000', 'Luzuriaga Street, Bacolod, Western Visayas, 6100', 'Status:', 'Occupied', 'Furnishing:', 'Semi-Furnished', 'Area:', '90 m²', 'Available from:', '31 Oct']",10.6666853,122.9477762,"Luzuriaga St, Bacolod, 6100 Negros Occidental, Philippines"
"Any commercial For Sale in 79, Lacson Street, Bacolod",https://lifenavi.com/ph/properties/bacolod/for-sale/any-commercial/whole-building-and-everything-therein-ln288588,"PHP 75,000,000","79, Lacson Street, Bacolod, Western Visayas, 6100",,402 m²,,,Occupied,Semi-Furnished,15 Oct 15:01,Leah B.,"['PHP 75,000,000', '79, Lacson Street, Bacolod, Western Visayas, 6100', 'Status:', 'Occupied', 'Furnishing:', 'Semi-Furnished', 'Area:', '402 m²', 'Available from:', '15 Oct']",10.6626795,122.9477063,"79 Lacson St, Bacolod, 6100 Negros Occidental, Philippines"
"Mixed use land For Sale in 55, San Nicholas, Quezon City",https://lifenavi.com/ph/properties/quezon-city/for-sale/land-only/300-sqm-lot-for-sale-in-qc-ln539535,"PHP 7,800,000","55, San Nicholas, Novaliches, Quezon City, Metro Manila, 1117",,300 m²,,,Vacant,Unfurnished,14 Oct 19:28,Alex L.,"['PHP 7,800,000', '55, San Nicholas, Novaliches, Quezon City, Metro Manila, 1117', 'Status:', 'Vacant', 'Furnishing:', 'Unfurnished', 'Area:', '300 m²', 'Available from:', '14 Oct']",14.7096483,121.0421829,"55 San Nicholas, Novaliches, Quezon City, 1117 Metro Manila, Philippines"
"Residential floor For Sale in 337, Leyte Loop, Cebu City",https://lifenavi.com/ph/properties/cebu-city/for-sale/residential-floor/90-sqm-condo-for-sale-in-sedona-parc-ayala-cebubusiness-park-ln199085,"PHP 9,000,000","337, Leyte Loop, Cebu City, Central Visayas, 6000",,90 m²,2,2,Available from 14 Oct,,14 Oct 11:34,Nelson B.,"['PHP 9,000,000', '337, Leyte Loop, Cebu City, Central Visayas, 6000', 'Bedrooms:', '2', 'Area:', '90 m²', 'Bathrooms:', '2', 'Available from:', '14 Oct']",10.3148184,123.908986,"337 Leyte Loop, Cebu City, 6000 Cebu, Philippines"
"Commercial floor For Sale in Matumbo-Pusok Road, Lapu-Lapu",https://lifenavi.com/ph/properties/lapu-lapu/for-sale/entire-building/commercial-building-for-sale-in-mactan-cebu-ln137341,"PHP 75,000,000","Matumbo-Pusok Road, Lapu-Lapu, Central Visayas",,514 m²,,,Occupied,Semi-Furnished,13 Oct 21:55,Mhars C.,"['PHP 75,000,000', 'Matumbo-Pusok Road, Lapu-Lapu, Central Visayas', 'Status:', 'Occupied', 'Furnishing:', 'Semi-Furnished', 'Area:', '514 m²', 'Available from:', '14 Oct']",10.3198121,123.9738525,"Matumbo-Pusok Road, Pusok, Lapu-Lapu, Cebu, Philippines"
"Land only For Sale in 12, Gen Torres Street, Quezon City",https://lifenavi.com/ph/properties/quezon-city/for-sale/land-only/60-sq-mtr-residential-lot-walking-distance-from-mindanao-ave-ln503031,"PHP 5,000,000","12, Gen Torres Street, Galler Heights, Quezon City, Metro Manila, 1116",,60 m²,,,Available from 12 Oct,,12 Oct 18:20,Recel S.,"['PHP 5,000,000', '12, Gen Torres Street, Galler Heights, Quezon City, Metro Manila, 1116', 'Bedrooms:', 'N/A', 'Area:', '60 m²', 'Bathrooms:', 'N/A', 'Available from:', '12 Oct']",14.6789239,121.035387,"12 Gen Torres St, Tandang Sora, Galler Heights, Quezon City, 1116 Metro Manila, Philippines"
